DB_ID,SKU,Store,Date,Unit Sales,Dollar Sales
80050,50012011250,312,26/07/2016,0,0
80051,50012011250,312,27/07/2016,5,49.95
80052,50012011250,312,28/07/2016,5,49.95
80053,50012011250,312,30/07/2016,1,9.99
80054,50012011250,312,01/08/2016,3,29.97
80055,50012011250,312,02/08/2016,3,29.97
80056,50012011250,312,03/08/2016,4,39.96
80057,50012011250,312,04/08/2016,4,39.96
80058,50012011250,312,05/08/2016,5,49.95
80059,50012011250,312,06/08/2016,2,19.98
82516,50012011340,312,04/08/2014,3,14.97
82517,50012011340,312,05/08/2014,2,9.98
82518,50012011340,312,06/08/2014,1,4.99
82519,50012011340,312,11/08/2014,1,4.99
82520,50012011340,312,12/08/2014,2,9.98
82521,50012011340,312,13/08/2014,3,14.97
82522,50012011340,312,14/08/2014,3,14.97
82523,50012011340,312,15/08/2014,0,0
82524,50012011340,312,16/08/2014,3,14.97
82525,50012011340,312,18/08/2014,3,14.97
82526,50012011340,312,21/08/2014,+9-A1,
82527,50012011340,312,23/08/2014,3,14.97
82528,50012011340,312,25/08/2014,1,4.99
82529,50012011340,312,26/08/2014,1,4.99
82530,50012011340,312,27/08/2014,1,4.99
82531,50012011340,312,28/08/2014,1,4.99
82532,50012011340,312,29/08/2014,2,9.98
82533,50012011340,312,30/08/2014,1,4.99
82534,50012011340,312,01/09/2014,2,9.98
82535,50012011340,312,03/09/2014,1,4.99
82536,50012011340,312,04/09/2014,2,9.98
82537,50012011340,312,06/09/2014,2,9.98
82538,50012011340,312,08/09/2014,2,9.98
82539,50012011340,312,09/09/2014,0,0
82540,50012011340,312,10/09/2014,1,4.99
82541,50012011340,312,11/09/2014,+9-A2,
82542,50012011340,312,12/09/2014,2,9.98
82543,50012011340,312,15/09/2014,1,4.99
82544,50012011340,312,16/09/2014,2,9.98
82545,50012011340,312,17/09/2014,5,24.95
82546,50012011340,312,18/09/2014,1,4.99
82547,50012011340,312,19/09/2014,2,9.98
82548,50012011340,312,22/09/2014,3,14.97
82549,50012011340,312,23/09/2014,1,4.99
82550,50012011340,312,24/09/2014,3,14.97
82551,50012011340,312,25/09/2014,0,0
82552,50012011340,312,27/09/2014,1,4.99
82553,50012011340,312,29/09/2014,2,9.98
82554,50012011340,312,30/09/2014,2,9.98
82555,50012011340,312,01/10/2014,4,19.96
82556,50012011340,312,02/10/2014,4,19.96
82557,50012011340,312,04/10/2014,1,4.99
82558,50012011340,312,06/10/2014,2,9.98
82559,50012011340,312,08/10/2014,1,4.99
82560,50012011340,312,09/10/2014,1,4.99
82561,50012011340,312,10/10/2014,1,4.99
82562,50012011340,312,11/10/2014,4,19.96
82563,50012011340,312,13/10/2014,2,9.98
82564,50012011340,312,14/10/2014,3,14.97
82565,50012011340,312,17/10/2014,2,9.98
82566,50012011340,312,20/10/2014,2,9.98
82567,50012011340,312,21/10/2014,3,14.97
82568,50012011340,312,22/10/2014,1,4.99
82569,50012011340,312,23/10/2014,1,4.99
82570,50012011340,312,24/10/2014,2,9.98
82571,50012011340,312,25/10/2014,2,9.98
82572,50012011340,312,28/10/2014,4,19.96
82573,50012011340,312,29/10/2014,1,4.99
82574,50012011340,312,30/10/2014,2,9.98
82575,50012011340,312,31/10/2014,5,24.95
82576,50012011340,312,01/11/2014,1,4.99
82577,50012011340,312,03/11/2014,6,29.94
82578,50012011340,312,04/11/2014,2,9.98
82579,50012011340,312,06/11/2014,3,14.97
82580,50012011340,312,07/11/2014,1,4.99
82581,50012011340,312,08/11/2014,1,12.99
82582,50012011340,312,10/11/2014,,
82583,50012011340,312,12/11/2014,+9-A1,
82584,50012011340,312,13/11/2014,2,9.98
82585,50012011340,312,15/11/2014,1,4.99
82586,50012011340,312,17/11/2014,4,19.96
82587,50012011340,312,18/11/2014,-1,-4.99
82588,50012011340,312,19/11/2014,1,4.99
82589,50012011340,312,20/11/2014,,
82590,50012011340,312,22/11/2014,,
82591,50012011340,312,24/11/2014,1,4.99
82592,50012011340,312,25/11/2014,2,9.98
82593,50012011340,312,26/11/2014,1,4.99
82594,50012011340,312,27/11/2014,4,19.96
82595,50012011340,312,28/11/2014,2,9.98
82596,50012011340,312,29/11/2014,3,14.97
82597,50012011340,312,01/12/2014,1,4.99
82598,50012011340,312,02/12/2014,1,4.99
82599,50012011340,312,04/12/2014,1,4.99
82600,50012011340,312,05/12/2014,0,0
82601,50012011340,312,06/12/2014,2,9.98
82602,50012011340,312,08/12/2014,1,4.99
82603,50012011340,312,09/12/2014,1,4.99
82604,50012011340,312,10/12/2014,1,4.99
82605,50012011340,312,12/12/2014,2,9.98
82606,50012011340,312,13/12/2014,2,9.98
82607,50012011340,312,15/12/2014,,
82608,50012011340,312,16/12/2014,3,14.97
82609,50012011340,312,17/12/2014,3,14.97
82610,50012011340,312,18/12/2014,3,14.97
82611,50012011340,312,20/12/2014,1,4.99
82612,50012011340,312,22/12/2014,2,9.98
82613,50012011340,312,23/12/2014,2,9.98
82614,50012011340,312,24/12/2014,2,9.98
82615,50012011340,312,25/12/2014,2,9.98
82616,50012011340,312,26/12/2014,3,14.97
82617,50012011340,312,27/12/2014,1,4.99
82618,50012011340,312,29/12/2014,1,4.99
82619,50012011340,312,30/12/2014,1,4.99
82620,50012011340,312,31/12/2014,1,4.99
82621,50012011340,312,01/01/2015,2,9.98
82622,50012011340,312,02/01/2015,0,0
82623,50012011340,312,03/01/2015,3,14.97
82624,50012011340,312,06/01/2015,3,14.97
82625,50012011340,312,07/01/2015,1,4.99
82626,50012011340,312,08/01/2015,2,9.98
82627,50012011340,312,09/01/2015,1,4.99
82628,50012011340,312,10/01/2015,2,9.98
82629,50012011340,312,12/01/2015,2,9.98
82630,50012011340,312,13/01/2015,+9-A1,
82631,50012011340,312,14/01/2015,2,9.98
82632,50012011340,312,15/01/2015,3,14.97
82633,50012011340,312,16/01/2015,5,24.95
82634,50012011340,312,17/01/2015,1,4.99
82635,50012011340,312,19/01/2015,1,4.99
82636,50012011340,312,20/01/2015,1,4.99
82637,50012011340,312,21/01/2015,1,4.99
82638,50012011340,312,22/01/2015,1,12.99
82639,50012011340,312,26/01/2015,2,9.98
82640,50012011340,312,27/01/2015,3,14.97
82641,50012011340,312,28/01/2015,1,4.99
82642,50012011340,312,29/01/2015,2,9.98
82643,50012011340,312,30/01/2015,1,4.99
82644,50012011340,312,31/01/2015,2,9.98
82645,50012011340,312,02/02/2015,2,9.98
82646,50012011340,312,03/02/2015,4,19.96
82647,50012011340,312,04/02/2015,4,19.96
82648,50012011340,312,05/02/2015,2,9.98
82649,50012011340,312,06/02/2015,2,9.98
82650,50012011340,312,07/02/2015,1,4.99
82651,50012011340,312,09/02/2015,0,0
82652,50012011340,312,12/02/2015,0,0
82653,50012011340,312,13/02/2015,3,14.97
82654,50012011340,312,14/02/2015,2,9.98
82655,50012011340,312,16/02/2015,1,4.99
82656,50012011340,312,17/02/2015,1,4.99
82657,50012011340,312,18/02/2015,3,14.97
82658,50012011340,312,19/02/2015,1,4.99
82659,50012011340,312,21/02/2015,2,9.98
82660,50012011340,312,24/02/2015,5,24.95
82661,50012011340,312,25/02/2015,4,19.96
82662,50012011340,312,26/02/2015,1,4.99
82663,50012011340,312,27/02/2015,2,9.98
82664,50012011340,312,28/02/2015,2,9.98
82665,50012011340,312,04/03/2015,1,4.99
82666,50012011340,312,06/03/2015,3,14.97
82667,50012011340,312,07/03/2015,1,4.99
82668,50012011340,312,09/03/2015,5,24.95
82669,50012011340,312,11/03/2015,2,9.98
82670,50012011340,312,13/03/2015,3,14.97
82671,50012011340,312,14/03/2015,1,4.99
82672,50012011340,312,16/03/2015,2,9.98
82673,50012011340,312,17/03/2015,2,9.98
82674,50012011340,312,18/03/2015,0,0
82675,50012011340,312,20/03/2015,,
82676,50012011340,312,21/03/2015,2,9.98
82677,50012011340,312,23/03/2015,1,12.99
82678,50012011340,312,24/03/2015,6,29.94
82679,50012011340,312,25/03/2015,2,9.98
82680,50012011340,312,26/03/2015,3,14.97
82681,50012011340,312,28/03/2015,4,19.96
82682,50012011340,312,30/03/2015,0,0
82683,50012011340,312,01/04/2015,2,9.98
82684,50012011340,312,02/04/2015,3,14.97
82685,50012011340,312,03/04/2015,2,9.98
82686,50012011340,312,04/04/2015,3,14.97
82687,50012011340,312,06/04/2015,1,4.99
82688,50012011340,312,08/04/2015,1,4.99
82689,50012011340,312,13/04/2015,2,9.98
82690,50012011340,312,14/04/2015,3,14.97
82691,50012011340,312,15/04/2015,1,4.99
82692,50012011340,312,16/04/2015,3,14.97
82693,50012011340,312,18/04/2015,3,14.97
82694,50012011340,312,20/04/2015,1,4.99
82695,50012011340,312,23/04/2015,2,9.98
82696,50012011340,312,25/04/2015,1,4.99
82697,50012011340,312,27/04/2015,2,9.98
82698,50012011340,312,28/04/2015,2,9.98
82699,50012011340,312,29/04/2015,3,14.97
82700,50012011340,312,30/04/2015,0,0
82701,50012011340,312,02/05/2015,1,4.99
82702,50012011340,312,04/05/2015,1,4.99
82703,50012011340,312,06/05/2015,1,4.99
82704,50012011340,312,08/05/2015,1,4.99
82705,50012011340,312,12/05/2015,1,4.99
82706,50012011340,312,13/05/2015,2,9.98
82707,50012011340,312,14/05/2015,5,24.95
82708,50012011340,312,16/05/2015,1,4.99
82709,50012011340,312,18/05/2015,2,9.98
82710,50012011340,312,19/05/2015,1,4.99
82711,50012011340,312,20/05/2015,3,14.97
82712,50012011340,312,21/05/2015,2,9.98
82713,50012011340,312,25/05/2015,2,9.98
82714,50012011340,312,26/05/2015,1,4.99
82715,50012011340,312,27/05/2015,1,4.99
82716,50012011340,312,28/05/2015,1,4.99
82717,50012011340,312,29/05/2015,1,4.99
82718,50012011340,312,01/06/2015,1,4.99
82719,50012011340,312,02/06/2015,1,4.99
82720,50012011340,312,03/06/2015,1,4.99
82721,50012011340,312,06/06/2015,1,4.99
82722,50012011340,312,08/06/2015,1,4.99
82723,50012011340,312,09/06/2015,,
82724,50012011340,312,10/06/2015,1,4.99
82725,50012011340,312,11/06/2015,3,14.97
82726,50012011340,312,12/06/2015,2,9.98
82727,50012011340,312,15/06/2015,2,9.98
82728,50012011340,312,17/06/2015,+9-A2,
82729,50012011340,312,18/06/2015,,
82730,50012011340,312,19/06/2015,2,9.98
82731,50012011340,312,23/06/2015,3,14.97
82732,50012011340,312,26/06/2015,2,9.98
82733,50012011340,312,27/06/2015,1,4.99
82734,50012011340,312,29/06/2015,1,4.99
82735,50012011340,312,30/06/2015,1,4.99
82736,50012011340,312,01/07/2015,1,4.99
82737,50012011340,312,02/07/2015,1,4.99
82738,50012011340,312,03/07/2015,1,4.99
82739,50012011340,312,04/07/2015,+9-A1,
82740,50012011340,312,06/07/2015,0,0
82741,50012011340,312,08/07/2015,1,4.99
82742,50012011340,312,09/07/2015,1,4.99
82743,50012011340,312,10/07/2015,3,14.97
82744,50012011340,312,14/07/2015,,
82745,50012011340,312,15/07/2015,2,9.98
82746,50012011340,312,16/07/2015,3,14.97
82747,50012011340,312,17/07/2015,2,9.98
82748,50012011340,312,18/07/2015,1,4.99
82749,50012011340,312,21/07/2015,1,4.99
82750,50012011340,312,23/07/2015,1,4.99
82751,50012011340,312,24/07/2015,2,9.98
82752,50012011340,312,27/07/2015,3,14.97
82753,50012011340,312,28/07/2015,2,9.98
82754,50012011340,312,29/07/2015,1,4.99
82755,50012011340,312,30/07/2015,1,4.99
82756,50012011340,312,31/07/2015,1,4.99
82757,50012011340,312,01/08/2015,2,9.98
82758,50012011340,312,03/08/2015,2,9.98
82759,50012011340,312,04/08/2015,1,4.99
82760,50012011340,312,07/08/2015,3,14.97
82761,50012011340,312,08/08/2015,3,14.97
82762,50012011340,312,10/08/2015,3,14.97
82763,50012011340,312,13/08/2015,2,9.98
82764,50012011340,312,15/08/2015,1,4.99
82765,50012011340,312,17/08/2015,2,9.98
82766,50012011340,312,18/08/2015,1,12.99
82767,50012011340,312,20/08/2015,1,4.99
82768,50012011340,312,21/08/2015,0,0
82769,50012011340,312,22/08/2015,1,4.99
82770,50012011340,312,24/08/2015,2,9.98
82771,50012011340,312,25/08/2015,2,9.98
82772,50012011340,312,26/08/2015,3,14.97
82773,50012011340,312,27/08/2015,1,4.99
82774,50012011340,312,28/08/2015,2,9.98
82775,50012011340,312,29/08/2015,2,9.98
82776,50012011340,312,31/08/2015,2,9.98
82777,50012011340,312,01/09/2015,0,0
82778,50012011340,312,02/09/2015,4,19.96
82779,50012011340,312,03/09/2015,1,4.99
82780,50012011340,312,04/09/2015,1,4.99
82781,50012011340,312,05/09/2015,+9-A2,
82782,50012011340,312,07/09/2015,3,14.97
82783,50012011340,312,08/09/2015,5,24.95
82784,50012011340,312,10/09/2015,1,4.99
82785,50012011340,312,11/09/2015,+9-A0,
82786,50012011340,312,12/09/2015,3,14.97
82787,50012011340,312,14/09/2015,1,4.99
82788,50012011340,312,15/09/2015,1,4.99
82789,50012011340,312,17/09/2015,3,14.97
82790,50012011340,312,18/09/2015,3,14.97
82791,50012011340,312,19/09/2015,,
82792,50012011340,312,21/09/2015,2,9.98
82793,50012011340,312,22/09/2015,0,0
82794,50012011340,312,23/09/2015,,
82795,50012011340,312,25/09/2015,2,9.98
82796,50012011340,312,26/09/2015,2,9.98
82797,50012011340,312,28/09/2015,1,4.99
82798,50012011340,312,29/09/2015,2,9.98
82799,50012011340,312,30/09/2015,4,19.96
82800,50012011340,312,01/10/2015,1,4.99
82801,50012011340,312,02/10/2015,1,4.99
82802,50012011340,312,03/10/2015,2,9.98
82803,50012011340,312,05/10/2015,2,9.98
82804,50012011340,312,06/10/2015,1,4.99
82805,50012011340,312,09/10/2015,-4,-19.96
82806,50012011340,312,10/10/2015,2,9.98
82807,50012011340,312,13/10/2015,3,14.97
82808,50012011340,312,14/10/2015,2,9.98
82809,50012011340,312,16/10/2015,5,24.95
82810,50012011340,312,17/10/2015,2,9.98
82811,50012011340,312,19/10/2015,1,4.99
82812,50012011340,312,20/10/2015,4,19.96
82813,50012011340,312,21/10/2015,1,4.99
82814,50012011340,312,22/10/2015,4,19.96
82815,50012011340,312,23/10/2015,2,9.98
82816,50012011340,312,24/10/2015,2,9.98
82817,50012011340,312,26/10/2015,2,9.98
82818,50012011340,312,27/10/2015,,
82819,50012011340,312,30/10/2015,-1,-4.99
82820,50012011340,312,31/10/2015,2,9.98
82821,50012011340,312,02/11/2015,4,19.96
82822,50012011340,312,03/11/2015,3,14.97
82823,50012011340,312,04/11/2015,4,19.96
82824,50012011340,312,07/11/2015,1,4.99
82825,50012011340,312,09/11/2015,2,9.98
82826,50012011340,312,10/11/2015,1,4.99
82827,50012011340,312,11/11/2015,2,9.98
82828,50012011340,312,12/11/2015,2,9.98
82829,50012011340,312,13/11/2015,1,4.99
82830,50012011340,312,14/11/2015,1,12.99
82831,50012011340,312,16/11/2015,2,9.98
82832,50012011340,312,17/11/2015,3,14.97
82833,50012011340,312,19/11/2015,2,9.98
82834,50012011340,312,20/11/2015,1,4.99
82835,50012011340,312,21/11/2015,1,4.99
82836,50012011340,312,23/11/2015,1,12.99
82837,50012011340,312,24/11/2015,3,14.97
82838,50012011340,312,25/11/2015,6,29.94
82839,50012011340,312,26/11/2015,1,4.99
82840,50012011340,312,28/11/2015,2,9.98
82841,50012011340,312,30/11/2015,2,9.98
82842,50012011340,312,01/12/2015,3,14.97
82843,50012011340,312,03/12/2015,1,4.99
82844,50012011340,312,04/12/2015,2,9.98
82845,50012011340,312,05/12/2015,1,4.99
82846,50012011340,312,07/12/2015,1,4.99
82847,50012011340,312,08/12/2015,2,9.98
82848,50012011340,312,10/12/2015,2,9.98
82849,50012011340,312,11/12/2015,2,9.98
82850,50012011340,312,12/12/2015,2,9.98
82851,50012011340,312,14/12/2015,2,9.98
82852,50012011340,312,18/12/2015,2,9.98
82853,50012011340,312,19/12/2015,2,9.98
82854,50012011340,312,21/12/2015,,
82855,50012011340,312,22/12/2015,2,9.98
82856,50012011340,312,23/12/2015,1,4.99
82857,50012011340,312,24/12/2015,1,12.99
82858,50012011340,312,26/12/2015,1,4.99
82859,50012011340,312,28/12/2015,3,14.97
82860,50012011340,312,29/12/2015,3,14.97
82861,50012011340,312,30/12/2015,2,9.98
82862,50012011340,312,01/01/2016,3,14.97
82863,50012011341,312,04/01/2016,2,9.98
82864,50012011341,312,06/01/2016,3,14.97
82865,50012011341,312,07/01/2016,3,14.97
82866,50012011341,312,11/01/2016,3,14.97
82867,50012011341,312,12/01/2016,2,9.98
82868,50012011341,312,13/01/2016,2,9.98
82869,50012011341,312,15/01/2016,0,0
82870,50012011341,312,16/01/2016,1,4.99
82871,50012011341,312,18/01/2016,1,4.99
82872,50012011341,312,19/01/2016,4,19.96
82873,50012011341,312,20/01/2016,2,9.98
82874,50012011341,312,21/01/2016,3,14.97
82875,50012011341,312,22/01/2016,2,9.98
82876,50012011341,312,23/01/2016,1,12.99
82877,50012011341,312,25/01/2016,1,4.99
82878,50012011341,312,26/01/2016,4,19.96
82879,50012011341,312,27/01/2016,3,14.97
82880,50012011341,312,28/01/2016,3,14.97
82881,50012011341,312,29/01/2016,4,19.96
82882,50012011341,312,30/01/2016,3,14.97
82883,50012011341,312,01/02/2016,5,24.95
82884,50012011341,312,03/02/2016,2,9.98
82885,50012011341,312,04/02/2016,3,14.97
82886,50012011341,312,08/02/2016,5,24.95
82887,50012011341,312,09/02/2016,3,14.97
82888,50012011341,312,10/02/2016,3,14.97
82889,50012011341,312,11/02/2016,2,9.98
82890,50012011341,312,12/02/2016,4,19.96
82891,50012011341,312,13/02/2016,1,4.99
82892,50012011341,312,15/02/2016,5,24.95
82893,50012011341,312,16/02/2016,2,9.98
82894,50012011341,312,18/02/2016,2,9.98
82895,50012011341,312,19/02/2016,1,4.99
82896,50012011341,312,20/02/2016,3,14.97
82897,50012011341,312,22/02/2016,3,14.97
82898,50012011341,312,23/02/2016,2,9.98
82899,50012011341,312,24/02/2016,1,4.99
82900,50012011341,312,25/02/2016,2,9.98
82901,50012011341,312,26/02/2016,1,4.99
82902,50012011341,312,01/03/2016,1,4.99
82903,50012011341,312,02/03/2016,+9-A2,
82904,50012011341,312,03/03/2016,2,9.98
82905,50012011341,312,04/03/2016,3,14.97
82906,50012011341,312,05/03/2016,1,4.99
82907,50012011341,312,08/03/2016,1,4.99
82908,50012011341,312,09/03/2016,2,9.98
82909,50012011341,312,10/03/2016,2,9.98
82910,50012011341,312,12/03/2016,2,9.98
82911,50012011341,312,14/03/2016,3,14.97
82912,50012011341,312,15/03/2016,1,4.99
82913,50012011341,312,16/03/2016,1,4.99
82914,50012011341,312,17/03/2016,1,4.99
82915,50012011341,312,18/03/2016,1,4.99
82916,50012011341,312,19/03/2016,2,9.98
82917,50012011341,312,22/03/2016,1,4.99
82918,50012011341,312,23/03/2016,2,9.98
82919,50012011341,312,25/03/2016,3,14.97
82920,50012011341,312,28/03/2016,3,14.97
82921,50012011341,312,29/03/2016,3,14.97
82922,50012011341,312,30/03/2016,1,4.99
82923,50012011341,312,04/04/2016,3,14.97
82924,50012011341,312,05/04/2016,2,9.98
82925,50012011341,312,07/04/2016,2,9.98
82926,50012011341,312,08/04/2016,2,9.98
82927,50012011341,312,09/04/2016,4,19.96
82928,50012011341,312,11/04/2016,2,9.98
82929,50012011341,312,12/04/2016,3,14.97
82930,50012011341,312,13/04/2016,1,4.99
82931,50012011341,312,14/04/2016,2,9.98
82932,50012011341,312,15/04/2016,2,9.98
82933,50012011341,312,16/04/2016,1,4.99
82934,50012011341,312,19/04/2016,1,4.99
82935,50012011341,312,20/04/2016,4,19.96
82936,50012011341,312,21/04/2016,1,4.99
82937,50012011341,312,23/04/2016,1,4.99
82938,50012011341,312,25/04/2016,2,9.98
82939,50012011341,312,27/04/2016,1,4.99
82940,50012011341,312,28/04/2016,4,19.96
82941,50012011341,312,29/04/2016,2,9.98
82942,50012011341,312,30/04/2016,4,19.96
82943,50012011341,312,02/05/2016,1,4.99
82944,50012011341,312,03/05/2016,1,4.99
82945,50012011341,312,07/05/2016,0,0
82946,50012011341,312,09/05/2016,2,9.98
82947,50012011341,312,10/05/2016,2,25.98
82948,50012011341,312,13/05/2016,3,14.97
82949,50012011341,312,14/05/2016,1,4.99
82950,50012011341,312,16/05/2016,1,4.99
82951,50012011341,312,17/05/2016,1,4.99
82952,50012011341,312,20/05/2016,2,9.98
82953,50012011341,312,21/05/2016,2,9.98
82954,50012011341,312,23/05/2016,2,9.98
82955,50012011341,312,24/05/2016,3,14.97
82956,50012011341,312,25/05/2016,,
82957,50012011341,312,27/05/2016,1,4.99
82958,50012011341,312,30/05/2016,2,9.98
82959,50012011341,312,31/05/2016,2,9.98
82960,50012011341,312,01/06/2016,3,14.97
82961,50012011341,312,02/06/2016,2,9.98
82962,50012011341,312,04/06/2016,4,19.96
82963,50012011341,312,06/06/2016,1,4.99
82964,50012011341,312,07/06/2016,+9-A2,
82965,50012011341,312,08/06/2016,3,14.97
82966,50012011341,312,09/06/2016,3,14.97
82967,50012011341,312,10/06/2016,0,0
82968,50012011341,312,11/06/2016,1,4.99
82969,50012011341,312,13/06/2016,1,4.99
82970,50012011341,312,14/06/2016,1,4.99
82971,50012011341,312,16/06/2016,2,9.98
82972,50012011341,312,17/06/2016,2,9.98
82973,50012011341,312,18/06/2016,1,4.99
82974,50012011341,312,20/06/2016,2,9.98
82975,50012011341,312,22/06/2016,2,9.98
82976,50012011341,312,23/06/2016,2,9.98
82977,50012011341,312,25/06/2016,0,0
82978,50012011341,312,27/06/2016,1,4.99
82979,50012011341,312,28/06/2016,3,14.97
82980,50012011341,312,01/07/2016,+9-A1,
82981,50012011341,312,02/07/2016,3,14.97
82982,50012011341,312,04/07/2016,5,24.95
82983,50012011341,312,05/07/2016,4,19.96
82984,50012011341,312,06/07/2016,1,4.99
82985,50012011341,312,08/07/2016,1,4.99
82986,50012011341,312,12/07/2016,3,14.97
82987,50012011341,312,13/07/2016,2,9.98
82988,50012011341,312,14/07/2016,1,4.99
82989,50012011341,312,15/07/2016,1,4.99
82990,50012011341,312,16/07/2016,2,9.98
82991,50012011341,312,18/07/2016,2,9.98
82992,50012011341,312,19/07/2016,4,19.96
82993,50012011341,312,20/07/2016,2,9.98
82994,50012011341,312,21/07/2016,-2,-9.98
82995,50012011341,312,22/07/2016,1,4.99
82996,50012011341,312,23/07/2016,2,25.98
82997,50012011341,312,25/07/2016,1,4.99
82998,50012011341,312,26/07/2016,1,4.99
82999,50012011341,312,27/07/2016,3,14.97
83000,50012011341,312,29/07/2016,1,4.99
83001,50012011341,312,30/07/2016,-1,-4.99
83002,50012011341,312,01/08/2016,1,4.99
83003,50012011341,312,02/08/2016,1,4.99
83004,50012011341,312,03/08/2016,2,9.98
83005,50012011341,312,04/08/2016,2,9.98
83006,50012011341,312,05/08/2016,1,4.99
83007,50012011341,312,06/08/2016,3,14.97
85060,50013000110,312,02/05/2016,34,441.66
85061,50013000110,312,03/05/2016,32,415.68
85062,50013000110,312,04/05/2016,23,298.77
85063,50013000110,312,05/05/2016,34,441.66
85064,50013000110,312,06/05/2016,31,402.69
85065,50013000110,312,07/05/2016,41,532.59
85066,50013000110,312,09/05/2016,36,467.64
85067,50013000110,312,10/05/2016,33,428.67
85068,50013000110,312,11/05/2016,26,337.74
85069,50013000110,312,12/05/2016,25,324.75
85070,50013000110,312,13/05/2016,33,428.67
85071,50013000110,312,14/05/2016,36,467.64
85072,50013000110,312,16/05/2016,30,389.7
85073,50013000110,312,17/05/2016,30,389.7
85074,50013000110,312,18/05/2016,25,324.75
85075,50013000110,312,19/05/2016,33,428.67
85076,50013000110,312,20/05/2016,26,337.74
85077,50013000110,312,21/05/2016,26,337.74
85078,50013000110,312,23/05/2016,25,324.75
85079,50013000110,312,24/05/2016,25,324.75
85080,50013000110,312,25/05/2016,25,324.75
85081,50013000110,312,26/05/2016,42,545.58
85082,50013000110,312,27/05/2016,18,233.82
85083,50013000110,312,28/05/2016,17,220.83
85084,50013000110,312,30/05/2016,28,363.72
85085,50013000110,312,31/05/2016,31,402.69
85086,50013000110,312,01/06/2016,36,467.64
89587,8000451112,312,25/08/2014,8,103.92
89588,8000451112,312,28/08/2014,11,142.89
89589,8000451112,312,30/08/2014,36,467.64
89590,8000451112,312,01/09/2014,2,25.98
89591,8000451112,312,01/09/2014,2,25.98
89592,8000451112,312,02/09/2014,3,38.97
89593,8000451112,312,02/09/2014,3,38.97
89594,8000451112,312,03/09/2014,4,51.96
89595,8000451112,312,06/09/2014,32,415.68
89596,8000451112,312,08/09/2014,2,51.98
89597,8000451112,312,08/09/2014,8,103.92
89598,8000451112,312,09/09/2014,3,38.97
89599,8000451112,312,10/09/2014,4,103.96
89600,8000451112,312,10/09/2014,11,142.89
89601,8000451112,312,11/09/2014,11,142.89
89602,8000451112,312,15/09/2014,2,25.98
89603,8000451112,312,19/09/2014,11,142.89
89604,8000451112,312,20/09/2014,11,142.89
89605,8000451112,312,22/09/2014,2,51.98
89606,8000451112,312,22/09/2014,2,51.98
89607,8000451112,312,24/09/2014,11,142.89
89608,8000451112,312,25/09/2014,11,142.89
89609,8000451112,312,26/09/2014,11,142.89
89610,8000451112,312,27/09/2014,11,142.89
89611,8000451112,312,29/09/2014,2,51.98
89612,8000451112,312,30/09/2014,3,38.97
89613,8000451112,312,01/10/2014,11,142.89
89614,8000451112,312,13/10/2014,2,51.98
89615,8000451112,312,13/10/2014,8,103.92
89616,8000451112,312,13/10/2014,12,155.88
89617,8000451112,312,17/10/2014,40,519.6
89618,8000451112,312,18/10/2014,38,493.62
89619,8000451112,312,27/10/2014,2,25.98
89620,8000451112,312,27/10/2014,2,51.98
89621,8000451112,312,28/10/2014,3,38.97
89622,8000451112,312,29/10/2014,4,51.96
89623,8000451112,312,29/10/2014,4,51.96
89624,8000451112,312,29/10/2014,11,142.89
89625,8000451112,312,03/11/2014,2,51.98
89626,8000451112,312,05/11/2014,4,51.96
89627,8000451112,312,05/11/2014,4,51.96
89628,8000451112,312,06/11/2014,6,77.94
89629,8000451112,312,12/11/2014,4,51.96
89630,8000451112,312,12/11/2014,11,142.89
89631,8000451112,312,17/11/2014,2,25.98
89632,8000451112,312,17/11/2014,2,25.98
89633,8000451112,312,17/11/2014,8,207.92
89634,8000451112,312,19/11/2014,4,51.96
89635,8000451112,312,19/11/2014,4,51.96
89636,8000451112,312,20/11/2014,16,207.84
89637,8000451112,312,24/11/2014,2,25.98
89638,8000451112,312,24/11/2014,8,103.92
89639,8000451112,312,25/11/2014,3,38.97
89640,8000451112,312,26/11/2014,4,51.96
89641,8000451112,312,27/11/2014,6,77.94
89642,8000451112,312,27/11/2014,11,142.89
89643,8000451112,312,01/12/2014,2,25.98
89644,8000451112,312,01/12/2014,2,25.98
89645,8000451112,312,01/12/2014,2,51.98
89646,8000451112,312,01/12/2014,8,103.92
89647,8000451112,312,03/12/2014,11,142.89
89648,8000451112,312,06/12/2014,32,415.68
89649,8000451112,312,08/12/2014,2,51.98
89650,8000451112,312,09/12/2014,12,155.88
89651,8000451112,312,10/12/2014,4,51.96
89652,8000451112,312,10/12/2014,11,142.89
89653,8000451112,312,12/12/2014,41,532.59
89654,8000451112,312,13/12/2014,11,252.89
89655,8000451112,312,13/12/2014,31,402.69
89656,8000451112,312,15/12/2014,2,25.98
89657,8000451112,312,15/12/2014,2,51.98
89658,8000451112,312,15/12/2014,12,155.88
89659,8000451112,312,16/12/2014,3,38.97
89660,8000451112,312,17/12/2014,4,51.96
89661,8000451112,312,19/12/2014,33,428.67
89662,8000451112,312,20/12/2014,34,441.66
89663,8000451112,312,22/12/2014,12,311.88
89664,8000451112,312,22/12/2014,12,311.88
89665,8000451112,312,24/12/2014,11,142.89
89666,8000451112,312,25/12/2014,16,415.84
89667,8000451112,312,29/12/2014,12,155.88
